4.0335 chr3L:19154266-19155265 fz2 (9977) fz2;fz2;fz2;fz2;CG33647; 0 0 0 0 1 
4.0335 chr3L:18988655-18989654 CG18135 (752) CG18135;CG18135;CG18135;CG18135;CG3808; 0 0 0 0 1 
4.0335 chr3L:19006131-19007130 CG18136 (-9238) CG18135;CG3808;CG18136;nkd;Acp76A; 0 0 0 0 1 
4.0335 chr3L:5609511-5610510 Eaf6 (-7593) CG10590;mthl2;Eaf6;Blimp-1;lin-28; 0 0 0 0 1 
4.0335 chrX:22241967-22242966 NA (>10000) Cda4;CG12446;fog;fog;CG42346; 0 0 0 0 1 
4.0335 chrX:8962454-8963453 CG15365 (62) CG42388;CG10962;CG15365;CG10970;CG15366; 0 0 0 0 1 
4.0335 chr2R:14921180-14922179 5-HT1B (-552) abba;CG43351;5-HT1B;CG15115;CG15116; 0 0 0 0 1 
4.0335 chr3R:16578455-16579454 Pros28.1A (-3159) CG31200;Pros28.1A;CG17838;CG31195;Takl1; 0 0 0 0 1 
4.0335 chr3L:5427885-5428884 CG34391 (1914) Ir64a;CG34391;CG34391;CG4835;blanks; 0 0 0 0 1 
4.0335 chr3R:16037304-16038303 CG17199 (-1291) CG5023;CG34139;CG17199;cic;cic; 0 0 0 0 1 
4.0335 chr3L:18307066-18308065 grim (-9052) CG5103;CG13700;grim;rpr;skl; 0 0 0 0 1 
4.0335 chr3R:8619513-8620512 NA (>10000) CG5724;CG5999;beat-Vc;CG31345;beat-Va; 0 0 0 0 1 
4.0335 chr2R:15436423-15437422 sm (-1364) Ir56d;sm;sm;CG43111;sm; 0 0 0 0 1 
4.0335 chr2L:332111-333110 CG31921 (724) CG33992;CG31920;CG31921;Ent1;al; 0 0 0 0 1 
4.0335 chrX:22135138-22136137 NA (>10000) CG17601;Cda4;CG12446;fog;fog; 0 0 0 0 1 
4.0335 chr3L:18352768-18353767 NA (>10000) CG13700;grim;rpr;skl;CG32196; 0 0 0 0 1 
4.0335 chr2R:15355482-15356481 par-1 (37) par-1;par-1;par-1;CG11242;Oseg6; 0 0 0 0 1 
4.0335 chr3L:19890369-19891368 NA (>10000) CG8334;Su(Tpl);Su(Tpl);Mi-2;Mi-2; 0 0 0 0 1 
4.0335 chr2L:3934390-3935389 NA (>10000) capu;capu;CG31773;fred;CG34176; 0 0 0 0 1 
4.0335 chr3L:18427801-18428800 skl (5736) grim;rpr;skl;CG32196;CG4306; 0 0 0 0 1 
4.0335 chr2L:320796-321795 CG11911 (950) Plc21C;CG11912;CG11911;CG33127;CG33992; 0 0 0 0 1 
4.0335 chr3L:18443447-18444446 skl (-9910) rpr;skl;CG32196;CG4306;Met75Cb; 0 0 0 0 1 
4.0335 chr2L:248131-249130 kis (3164) CG13693;kis;kis;Rpp30;CG17075; 0 0 0 0 1 
4.0335 chr2L:7278257-7279256 Wnt4 (-589) CG13786;CG31909;Wnt4;wg;wg; 0 0 0 0 1 
4.0335 chr3L:19521254-19522253 Cpr76Bd (5436) Cpr76Bb;Cpr76Bc;Cpr76Bd;CG9279;Rcd7; 0 0 0 0 1 
4.0335 chr2R:15164586-15165585 rib (-855) CG33453;CG7229;rib;CG11906;CG10476; 0 0 0 0 1 
4.0335 chr2R:15160548-15161547 rib (3183) CG33453;CG7229;rib;CG11906;CG10476; 0 0 0 0 1 
4.0335 chr3L:22247479-22248478 CG9063 (9016) msopa;olf413;CG9063;Ddx1;CG11523; 0 0 0 0 1 
4.0335 chr3L:16657175-16658174 Baldspot (-1948) Abl;Abl;Baldspot;Galpha73B;zetaCOP; 0 0 0 0 1 
4.0335 chr2R:16389766-16390765 Obp57c (1795) CG11192;CG12484;Obp57c;Obp57c;Obp57b; 0 0 0 0 1 
4.0335 chr3L:16726932-16727931 CG9701 (242) PGRP-SB1;Dbp73D;CG9701;CG42852;Nrt; 0 0 0 0 1 
4.0335 chr2L:3679724-3680723 Sfp24Bc (-8643) CG42463;Sfp24Bb;Sfp24Bc;CG16704;CG3513; 0 0 0 0 1 
4.0335 chrX:20617956-20618955 CG15452 (-480) run;CG1324;CG15452;CG32507;shakB; 0 0 0 0 1 
4.0335 chr3L:16888104-16889103 Lmpt (-3276) Lmpt;Lmpt;Lmpt;Lmpt;Lmpt; 0 0 0 0 1 
4.0335 chr3L:22119264-22120263 NA (>10000) Sfp79B;msopa;olf413;CG9063;Ddx1; 0 0 0 0 1 
4.0335 chr2R:16339062-16340061 NA (>10000) CG16741;CG11192;CG12484;Obp57c;Obp57c; 0 0 0 0 1 
4.0335 chrX:20623692-20624691 CG15452 (-6216) run;CG1324;CG15452;CG32507;shakB; 0 0 0 0 1 
4.0335 chr3L:22108476-22109475 NA (>10000) Sfp79B;msopa;olf413;CG9063;Ddx1; 0 0 0 0 1 
4.0335 chr3L:5878894-5879893 CG13287 (-2887) CG5568;CG18586;CG13287;Pole2;CG5592; 0 0 0 0 1 
4.0335 chr3L:5872758-5873757 CG13287 (3249) CG5568;CG18586;CG13287;Pole2;CG5592; 0 0 0 0 1 
4.0335 chr3L:5860618-5861617 CG5568 (4484) vn;vn;CG5568;CG18586;CG13287; 0 0 0 0 1 
4.0335 chr2R:16267647-16268646 NA (>10000) CG13870;CG16741;CG11192;CG12484;Obp57c; 0 0 0 0 1 
4.0335 chrX:9750167-9751166 Ser7 (9584) CG32698;CG32698;Ser7;CG42262;CG32695; 0 0 0 0 1 
4.0335 chr3R:8896671-8897670 sim (1953) pic;sim;sim;CG43063;timeout; 0 0 0 0 1 
4.0335 chr3L:5843451-5844450 vn (-4187) mad2;vn;vn;CG5568;CG18586; 0 0 0 0 1 
4.0335 chr3R:9111923-9112922 CG15888 (828) CG8449;CG8630;CG15888;CG15887;Osi22; 0 0 0 0 1 
4.0335 chr3R:14429022-14430021 CG14305 (-3993) CG14306;CG14305;CG14305;CG7695;CG14304; 0 0 0 0 1 
4.0335 chr3L:22598417-22599416 CG6914 (1552) Trxr-2;CG14459;CG6914;CG33766;CG33767; 0 0 0 0 1 
4.0335 chr3L:16132710-16133709 CG5157 (-1231) CG16838;CG16838;CG5157;CG5151;CG32152; 0 0 0 0 1 
4.0335 chrX:9811276-9812275 CG1986 (-5617) CG9691;CG15249;CG1986;Idgf4;CG1791; 0 0 0 0 1 
4.0335 chr3L:22586273-22587272 NA (>10000) CG11404;Trxr-2;CG14459;CG6914;CG33766; 0 0 0 0 1 
4.0335 chrX:20579029-20580028 NA (>10000) hydra;run;run;CG1324;CG15452; 0 0 0 0 1 
4.0335 chrX:9780975-9781974 CG9691 (-2000) CG9689;CG9691;CG15249;CG1986;Idgf4; 0 0 0 0 1 
4.0335 chr3L:4397802-4398801 Syx17 (6198) CG32240;slow;Syx17;CG15019;DOR; 0 0 0 0 1 
4.0335 chr3R:14543276-14544275 CG34283 (5468) Cha;Cha;CG34283;CG7714;CG7715; 0 0 0 0 1 
4.0335 chr3L:16440845-16441844 dsx-c73A (4709) Aats-tyr;CG33158;dsx-c73A;aos;CG42514; 0 0 0 0 1 
4.0335 chr3R:14546066-14547065 CG34283 (2678) Cha;Cha;CG34283;CG7714;CG7715; 0 0 0 0 1 
4.0335 chr3L:22472602-22473601 CG11425 (-4207) CG11437;CG11426;CG11425;CG43312;CG43331; 0 0 0 0 1 
4.0335 chr2R:16543540-16544539 CG16799 (-444) Lrt;CG16799;CG11159;CG13437;Fem-1; 0 0 0 0 1 
4.0335 chr3R:9061708-9062707 NA (>10000) CG8141;CG8483;CG8476;Ace;Ace; 0 0 0 0 1 
4.0335 chr3L:5949052-5950051 CG33993 (-4797) Bj1;CG33993;CG33993;CG10479;CG32406; 0 0 0 0 1 
4.0335 chr3L:16466069-16467068 NA (>10000) CG33158;dsx-c73A;aos;CG42514;CG42514; 0 0 0 0 1 
4.0335 chr2L:3611540-3612539 odd (-4292) drm;sob;odd;Dot;CG15418; 0 0 0 0 1 
4.0335 chr3L:16479508-16480507 aos (-2207) CG33158;dsx-c73A;aos;CG42514;CG42514; 0 0 0 0 1 
4.0335 chr2L:6823614-6824613 sens-2 (-797) CG11236;CG17375;sens-2;Rca1;l(2)k09022; 0 0 0 0 1 
4.0335 chrX:15047843-15048842 CG9095 (9912) drd;RpL37a;CG9095;CG15028;CG15029; 0 0 0 0 1 
4.0335 chr3L:5184553-5185552 shep (-6160) Srp54k;shep;shep;CG4669;shep; 0 0 0 0 1 
4.0335 chr3R:15162253-15163252 Dl (-9818) Dl;Dl;Dl;CG43203;CG3581; 0 0 0 0 1 
4.0335 chr3R:8893206-8894205 sim (5418) pic;sim;sim;CG43063;timeout; 0 0 0 0 1 
4.0335 chr3L:21472746-21473745 croc (-2590) Syx7;Syx7;croc;Neu2;CG7202; 0 0 0 0 1 
4.0335 chr3L:17387479-17388478 CG13731 (-4923) Cad74A;CG13728;CG13731;noe;blot; 0 0 0 0 1 
4.0335 chr3L:5811563-5812562 mad2 (-4880) S6k;CG5537;mad2;vn;vn; 0 0 0 0 1 
4.0335 chr3R:15183449-15184448 CG43203 (-3176) Dl;Dl;CG43203;CG3581;CG31404; 0 0 0 0 1 
4.0335 chr3R:8797397-8798396 CG7381 (951) granny-smith;granny-smith;CG7381;CG7381;CG7381; 0 0 0 0 1 
4.0335 chr3L:17418275-17419274 sec3 (537) blot;sec3;CG7630;CG33051;CG33052; 0 0 0 0 1 
4.0335 chrX:15006538-15007537 Cyp4s3 (4534) rab3-GEF;CG9072;Cyp4s3;drd;RpL37a; 0 0 0 0 1 
4.0335 chr2L:533068-534067 ush (-9101) ush;lwr;lwr;Spp;nAcRbeta-21C; 0 0 0 0 1 
4.0335 chr3L:17439829-17440828 CG18265 (-6818) CG32176;CG12229;CG18265;CG7603;CG7589; 0 0 0 0 1 
4.0335 chr3L:21379760-21380759 rgn (-3636) CG32437;CG32440;rgn;sa;CG33288; 0 0 0 0 1 
4.0335 chr2R:15898615-15899614 CG16898 (-5623) CG8654;CG8654;CG16898;18w;CG11041; 0 0 0 0 1 
4.0335 chr2R:15895505-15896504 CG16898 (-2513) CG8654;CG8654;CG16898;18w;CG11041; 0 0 0 0 1 
4.0335 chr3L:21376624-21377623 rgn (-500) CG32437;CG32440;rgn;sa;CG33288; 0 0 0 0 1 
4.0335 chr2R:16195049-16196048 CG8920 (-753) Cpr56F;CG8920;CG11200;CG11200;CG13868; 0 0 0 0 1 
4.0335 chr2R:16182905-16183904 Cpr56F (-2957) CG34199;CkIIbeta2;Cpr56F;CG8920;CG11200; 0 0 0 0 1 
4.0335 chr3R:8574407-8575406 CG5999 (-4505) Men;CG5724;CG5999;beat-Vc;CG31345; 0 0 0 0 1 
4.0335 chr2R:16181004-16182003 Cpr56F (-1056) CG34199;CkIIbeta2;Cpr56F;CG8920;CG11200; 0 0 0 0 1 
4.0335 chr2R:16130130-16131129 CG11048 (-2138) CG13869;CG11048;CG11208;ppk6;CG9864; 0 0 0 0 1 
4.0335 chr3L:17119278-17120277 NA (>10000) rogdi;CG7724;Rbp6;Rbp6;CG6512; 0 0 0 0 1 
4.0335 chr2R:16092852-16093851 CG16894 (7772) 18w;CG11041;CG16894;CG11044;CG11099; 0 0 0 0 1 
4.0335 chrX:9676143-9677142 CG1354 (-1423) Sp1;CG1354;CG1354;CG32698;CG32698; 0 0 0 0 1 
4.0335 chr3L:21968690-21969689 CG7470 (-3089) CG7458;CS-2;CG7470;Act79B;CG7140; 0 0 0 0 1 
4.0335 chrX:9636351-9637350 NA (>10000) btd;Sp1;Sp1;CG1354;CG1354; 0 0 0 0 1 
4.0335 chr2L:637585-638584 NA (>10000) lectin-21Cb;lectin-21Ca;CG2839;ds;Hsp60B; 0 0 0 0 1 
4.0335 chr2L:631734-632733 CG2839 (-5571) lectin-21Cb;lectin-21Ca;CG2839;ds;Hsp60B; 0 0 0 0 1 
4.0335 chr3R:15101552-15102551 NA (>10000) unc79;CG5217;CG14280;Dl;Dl; 0 0 0 0 1 
4.0335 chr3L:17172684-17173683 NA (>10000) rogdi;CG7724;Rbp6;Rbp6;CG6512; 0 0 0 0 1 
4.0335 chr2L:586017-587016 Pph13 (-8029) Ptth;Pph13;Gsc;Gsc;CG13689; 0 0 0 0 1 
4.0335 chrX:21000536-21001535 CG34120 (3246) CG34120;CG34120;CG34120;CG14579;CG1724; 0 0 0 0 1 
4.0335 chr2L:3751047-3752046 CG10019 (-4855) Shaw;Shaw;CG10019;CG31959;CG31772; 0 0 0 0 1 
4.0335 chr3L:21748160-21749159 CG14564 (2597) CG14565;Syn1;CG14564;CG42689;CG7370; 0 0 0 0 1 
4.0335 chr2L:580662-581661 Pph13 (-2674) Ptth;Ptth;Pph13;Gsc;Gsc; 0 0 0 0 1 
4.0335 chr3L:669505-670504 NA (>10000) MED30;Rev1;CG17129;CG3386;ebd1; 0 0 0 0 1 
4.0335 chr3L:668149-669148 NA (>10000) MED30;Rev1;CG17129;CG3386;ebd1; 0 0 0 0 1 
4.0335 chrX:12876193-12877192 CG32643 (2897) CG43152;CG12716;CG32643;CG15719;CG2209; 0 0 0 0 1 
4.0335 chr2L:2623560-2624559 NA (>10000) Drp1;CG15394;CG15395;CG9962;CG33125; 0 0 0 0 1 
4.0335 chr3L:496102-497101 CG34267 (4844) CG13891;klar;CG34267;CG34268;CG34269; 0 0 0 0 1 
4.0335 chr2L:2029662-2030661 CG4238 (-5119) CG4238;CG4238;CG42296;lectin-22C;Su(dx); 0 0 0 0 1 
4.0335 chrX:12731691-12732690 NA (>10000) CG32647;CG3775;CG4661;Pde9;Pde9; 0 0 0 0 1 
4.0335 chr2L:4991266-4992265 Rtnl1 (4763) CG8892;CG34126;Rtnl1;Rtnl1;Rtnl1; 0 0 0 0 1 
4.0335 chr3R:6960017-6961016 CG4706 (3382) CG6629;Ugt86Dd;CG4706;CheA86a;Ugt86Di; 0 0 0 0 1 
4.0335 chr3L:369799-370798 CG13884 (-2862) CG1233;CG1233;CG13884;trh;trh; 0 0 0 0 1 
4.0335 chr3L:10271609-10272608 Or67d (-4805) Or67c;can;Or67d;CG12362;CG12362; 0 0 0 0 1 
4.0335 chr3L:303742-304741 RhoGEF3 (-2656) RhoGEF3;RhoGEF3;RhoGEF3;fwd;CG34264; 0 0 0 0 1 
4.0335 chr3L:236920-237919 CG34453 (-3069) CG42846;CG34454;CG34453;E(bx);E(bx); 0 0 0 0 1 
4.0335 chrX:17896170-17897169 CG12672 (5855) Sh;Sh;CG12672;Sh;Sh; 0 0 0 0 1 
4.0335 chrX:13788792-13789791 NA (>10000) CG32626;CG11071;mamo;mamo;CG11068; 0 0 0 0 1 
4.0335 chr3R:12109332-12110331 gish (-2202) gish;gish;gish;gish;Zip3; 0 0 0 0 1 
4.0335 chr2L:1957981-1958980 erm (-2962) CG15357;CG33673;erm;Der-1;CG15356; 0 0 0 0 1 
4.0335 chr3L:9915863-9916862 NA (>10000) nudE;nudE;CG34356;CG6685;Nc; 0 0 0 0 1 
4.0335 chr3L:9941902-9942901 CG34356 (-5155) nudE;nudE;CG34356;CG6685;Nc; 0 0 0 0 1 
4.0335 chr3R:10265384-10266383 NA (>10000) soti;cv-c;CG34388;cv-c;cv-c; 0 0 0 0 1 
4.0335 chr3L:10002554-10003553 NA (>10000) CG42455;vnc;dpr6;CG14160;CG32053; 0 0 0 0 1 
4.0335 chrX:17674890-17675889 NA (>10000) CG42684;unc-4;OdsH;CG12986;Socs16D; 0 0 0 0 1 
4.0335 chr3L:743591-744590 CG13897 (-3971) CG13896;CG13896;CG13897;emc;CG13898; 0 0 0 0 1 
4.0335 chr3L:2606511-2607510 CG16986 (-5644) CG16985;CG12182;CG16986;Pxn;CG42245; 0 0 0 0 1 
4.0335 chr3R:11749309-11750308 CG4221 (-2174) CG31291;CG4221;CG34276;CG5478;blp; 0 0 0 0 1 
4.0335 chr2L:2608027-2609026 CG15395 (2619) Drp1;CG15394;CG15395;CG9962;CG33125; 0 0 0 0 1 
4.0335 chr3L:10117110-10118109 NA (>10000) CG32054;CG42825;CG42826;CG8072;CG6628; 0 0 0 0 1 
4.0335 chr3L:10126926-10127925 NA (>10000) CG42825;CG42826;CG8072;CG6628;dpr10; 0 0 0 0 1 
4.0335 chr2L:4591139-4592138 dp (1324) ine;HP6;dp;BG642163;CG15635; 0 0 0 0 1 
4.0335 chr3L:7955907-7956906 RNaseX25 (8286) Srp9;exex;RNaseX25;CG8042;CG8042; 0 0 0 0 1 
4.0335 chr3R:5301202-5302201 CG16779 (803) CG9363;CG9363;CG16779;CG8147;RhoL; 0 0 0 0 1 
4.0335 chr3L:10202366-10203365 CG8065 (6899) ect;ect;CG8065;CG32055;scramb1; 0 0 0 0 1 
4.0335 chr2L:2081458-2082457 CG12674 (-981) CG31672;Or22c;CG12674;dpr3;CG4259; 0 0 0 0 1 
4.0335 chr2L:2078178-2079177 CG12674 (2299) CG31672;Or22c;CG12674;dpr3;CG4259; 0 0 0 0 1 
4.0335 chr3R:6920128-6921127 NA (>10000) CG4683;CG34114;CG6629;Ugt86Dd;CG4706; 0 0 0 0 1 
4.0335 chr3R:4520060-4521059 hb (762) CG11755;CG33325;hb;hb;CG8112; 0 0 0 0 1 
4.0335 chr3R:7162607-7163606 pros (-3207) CG31386;pros;pros;KP78b;KP78a; 0 0 0 0 1 
4.0335 chr2R:20812455-20813454 pain (3839) RpL41;NaCP60E;pain;CG30427;CG30427; 0 0 0 0 1 
4.0335 chr3L:10607920-10608919 CG42521 (9256) A2bp1;CG6527;CG42521;CG43127;CG43127; 0 0 0 0 1 
4.0335 chr3R:10139933-10140932 Crz (1225) RpII15;CG31321;Crz;pr-set7;pr-set7; 0 0 0 0 1 
4.0335 chr2R:20728475-20729474 CG3650 (8524) Dll;Dll;CG3650;Atf-2;CG16896; 0 0 0 0 1 
4.0335 chrX:16656006-16657005 CG9634 (-9563) CG32568;Twdlalpha;CG9634;if;if; 0 0 0 0 1 
4.0335 chrX:18217002-18218001 CG6023 (-1304) os;CG6023;CG6023;CG6123;CG6106; 0 0 0 0 1 
4.0335 chr3L:7420288-7421287 CG42458 (-2861) CG8560;CG42458;CG42458;Rac2;CG14835; 0 0 0 0 1 
4.0335 chr3R:12387073-12388072 NA (>10000) CG42342;CG42342;CG14891;CG14903;CG14903; 0 0 0 0 1 
4.0335 chr3R:4361091-4362090 CG11741 (-5992) CG31454;CG31259;CG11741;Or85d;pch2; 0 0 0 0 1 
4.0335 chr3R:4352660-4353659 CG11741 (2439) CG31454;CG31259;CG11741;Or85d;pch2; 0 0 0 0 1 
4.0335 chr3L:7412556-7413555 CG42458 (4871) CG8560;CG42458;CG42458;Rac2;CG14835; 0 0 0 0 1 
4.0335 chr3L:7407857-7408856 CG42458 (9570) CG8560;CG42458;CG42458;Rac2;CG14835; 0 0 0 0 1 
4.0335 chr2R:20583378-20584377 ST6Gal (-1807) Mmp1;Mmp1;ST6Gal;CG33988;CG30421; 0 0 0 0 1 
4.0335 chr2R:20564316-20565315 Pof (-6877) Pof;Pof;Mmp1;Mmp1;Mmp1; 0 0 0 0 1 
4.0335 chr3R:10083027-10084026 CG43179 (-839) CG43291;CG9616;CG43179;Aats-met;CG14840; 0 0 0 0 1 
4.0335 chr3R:10060398-10061397 CG9624 (-5016) Sp212;CG9631;CG9624;CG43291;CG9616; 0 0 0 0 1 
4.0335 chr3L:10321601-10322600 NA (>10000) Or67c;can;Or67d;CG12362;CG12362; 0 0 0 0 1 
4.0335 chr3R:5074518-5075517 CG8420 (-845) D1;ird1;CG8420;CG16733;CG16734; 0 0 0 0 1 
4.0335 chr2L:5157889-5158888 Msp-300 (-5640) Msp-300;Msp-300;Msp-300;Cyp28d2;Cyp28d1; 0 0 0 0 1 
4.0335 chr3R:5052055-5053054 pum (637) pum;CG11997;pum;pum;pum; 0 0 0 0 1 
4.0335 chrX:12698877-12699876 CG3775 (-2678) CG3812;CG32647;CG3775;CG4661;Pde9; 0 0 0 0 1 
4.0335 chr2R:20994808-20995807 CG16778 (-7620) gol;CG16778;CG16778;CG30430;CG43106; 0 0 0 0 1 
4.0335 chr3R:12235773-12236772 ss (-5861) CG10317;ss;ss;CG31279;CG17565; 0 0 0 0 1 
4.0335 chr3R:4951705-4952704 NA (>10000) Ada;pum;pum;CG11997;pum; 0 0 0 0 1 
4.0335 chr3L:10381626-10382625 NA (>10000) can;Or67d;CG12362;CG12362;Ir67b; 0 0 0 0 1 
4.0335 chr2R:20978901-20979900 gol (-6558) gol;gol;CG16778;CG16778;CG30430; 0 0 0 0 1 
4.0335 chr3R:10180220-10181219 CG31320 (7741) CG3321;spn-B;CG31320;NK7.1;NK7.1; 0 0 0 0 1 
4.0335 chr2R:20957607-20958606 gsb (-7605) Nplp1;gsb-n;gsb;gol;gol; 0 0 0 0 1 
4.0335 chr3L:2711212-2712211 NA (>10000) CG33234;CG43375;Mrtf;Mrtf;Acp62F; 0 0 0 0 1 
4.0335 chr3R:4660222-4661221 CG8379 (-9590) CG8369;CG9836;CG8379;pyd;pyd; 0 0 0 0 1 
4.0335 chrX:12524112-12525111 Aven (19) CG15728;Aven;CG2540;tomosyn;tomosyn; 0 0 0 0 1 
4.0335 chr3R:4648289-4649288 CG8369 (-59) CG9821;CG43130;CG8369;CG9836;CG8379; 0 0 0 0 1 
4.0335 chr3R:12251632-12252631 CG31279 (5395) ss;ss;CG31279;CG17565;CG14881; 0 0 0 0 1 
4.0335 chr3L:10552120-10553119 CG6527 (562) A2bp1;A2bp1;CG6527;CG42521;CG43127; 0 0 0 0 1 
4.0335 chr3R:10852860-10853859 NA (>10000) CG3837;CG14861;RpL10Aa;dpr9;CG6974; 0 0 0 0 1 
4.0335 chr3L:8425892-8426891 Unr (6394) Cbl;Unr;Unr;CG6983;Gug; 0 0 0 0 1 
4.0335 chr3L:1456063-1457062 rho (8229) Ptp61F;SA-2;rho;CG32319;robl62A; 0 0 0 0 1 
4.0335 chr2L:2447128-2448127 dpp (2433) CG9886;dpp;dpp;dpp;dpp; 0 0 0 0 1 
4.0335 chr2L:2539915-2540914 NA (>10000) oaf;CG3528;CG3515;Cyp309a1;Cyp309a2; 0 0 0 0 1 
4.0335 chr2L:4757484-4758483 CG42523 (5953) Taf12L;CG15631;CG42523;CG15630;CG3294; 0 0 0 0 1 
4.0335 chr3L:1430804-1431803 Ptp61F (-5325) FucTD;CG9173;Ptp61F;SA-2;rho; 0 0 0 0 1 
4.0335 chr3R:6351938-6352937 NA (>10000) CG6345;Cyp12e1;hth;hth;hth; 0 0 0 0 1 
4.0335 chr3R:10510478-10511477 NA (>10000) Rad17;CG3509;Neu3;kibra;CG7530; 0 0 0 0 1 
4.0335 chr3L:2120809-2121808 sls (-4692) CG42355;sls;sls;zormin;zormin; 0 0 0 0 1 
4.0335 chr2L:2544460-2545459 CG3515 (8884) oaf;CG3528;CG3515;Cyp309a1;Cyp309a2; 0 0 0 0 1 
4.0335 chr3R:6322009-6323008 NA (>10000) Rrp46;CG6345;Cyp12e1;hth;hth; 0 0 0 0 1 
4.0335 chr3L:8872991-8873990 CG43169 (9242) dally;CG32026;CG43169;Mcm7;TrpA1; 0 0 0 0 1 
4.0335 chr3R:6473713-6474712 hth (-8827) hth;hth;CG34304;CG6465;CG14688; 0 0 0 0 1 
4.0335 chr2L:4765566-4766565 CG42523 (-2129) Taf12L;CG15631;CG42523;CG15630;CG3294; 0 0 0 0 1 
4.0335 chr3L:1300795-1301794 scf (-1409) scf;scf;Rac1;CG9149;CG2469; 0 0 0 0 1 
4.0335 chr3R:6313253-6314252 NA (>10000) Rrp46;CG6345;Cyp12e1;hth;hth; 0 0 0 0 1 
4.0335 chr3L:8513081-8514080 CG6776 (-593) CG6683;CG6776;se;CG6673;CG6662; 0 0 0 0 1 
4.0335 chrX:17235071-17236070 NA (>10000) CG5445;CG5445;B-H2;B-H1;CG8611; 0 0 0 0 1 
4.0335 chr3L:1933309-1934308 CG5687 (5931) CG1887;Dbx;CG5687;Mfap1;mu2; 0 0 0 0 1 
4.0335 chr3R:6411930-6412929 NA (>10000) hth;hth;hth;hth;hth; 0 0 0 0 1 
4.0335 chr3L:8450747-8451746 Gug (-6499) Gug;Gug;Gug;CG43163;ZC3H3; 0 0 0 0 1 
4.0335 chrX:13430294-13431293 CG15756 (-1288) CG15753;CG15754;CG15756;Cpr12A;CG11816; 0 0 0 0 1 
4.0335 chr3L:1885438-1886437 Aprt (-53) CG13937;Aprt;Tmhs;Tmhs;CG1887; 0 0 0 0 1 
4.0335 chrX:17257570-17258569 NA (>10000) CG5445;B-H2;B-H1;CG8611;CG5613; 0 0 0 0 1 
4.0335 chr2L:4710743-4711742 Taf12L (-8655) CG3251;CG34351;Taf12L;CG15631;CG42523; 0 0 0 0 1 
4.0335 chr3L:1876124-1877123 dre4 (712) CG13924;CG13924;dre4;CG13937;CG13937; 0 0 0 0 1 
4.0335 chr3R:10781243-10782242 NA (>10000) VhaPPA1-1;VhaPPA1-1;CG3837;CG14861;RpL10Aa; 0 0 0 0 1 
4.0335 chr3R:6468538-6469537 hth (-3652) hth;hth;hth;CG34304;CG6465; 0 0 0 0 1 
4.0335 chr3L:1833317-1834316 Cpr62Ba (-1034) Cpr62Ba;Cpr62Ba;Cpr62Bb;Cpr62Bb;Cpr62Bc; 0 0 0 0 1 
4.0335 chr2L:2461450-2462449 dpp (-6211) dpp;dpp;dpp;CG15393;Slh; 0 0 0 0 1 
4.0335 chr3L:8446166-8447165 Gug (-1918) Gug;Gug;Gug;CG43163;ZC3H3; 0 0 0 0 1 
4.0335 chr3R:10800804-10801803 NA (>10000) VhaPPA1-1;CG3837;CG14861;RpL10Aa;dpr9; 0 0 0 0 1 
4.0335 chr3L:8700796-8701795 NA (>10000) h;h;SrpRbeta;CG32022;CG6511; 0 0 0 0 1 
4.0335 chr3L:8710636-8711635 SrpRbeta (3181) h;h;SrpRbeta;CG32022;CG6511; 0 0 0 0 1 
4.0335 chrX:13191443-13192442 CG1622 (189) CG15744;CG1764;CG1622;CG15745;CG15745; 0 0 0 0 1 
4.0335 chr3L:8245723-8246722 NA (>10000) Dscam4;CG7213;Dscam4;cert;CG7201; 0 0 0 0 1 
4.0335 chr2L:4622461-4623460 NA (>10000) HP6;dp;BG642163;CG15635;CG3355; 0 0 0 0 1 
4.0335 chr3L:966772-967771 Glut1 (-6610) Glut1;Glut1;Glut1;CG13908;CG12038; 0 0 0 0 1 
4.0335 chr3R:6852211-6853210 NA (>10000) CG6621;CG4683;CG34114;CG6629;Ugt86Dd; 0 0 0 0 1 
4.0335 chrX:17581848-17582847 CG32556 (-4394) beta-Spec;CG12990;CG32556;CG32556;CG8188; 0 0 0 0 1 
4.0335 chr3R:6858810-6859809 NA (>10000) CG6621;CG4683;CG34114;CG6629;Ugt86Dd; 0 0 0 0 1 
4.0335 chr3R:5995823-5996822 Best1 (884) CG6254;Best1;Best1;CG12814;CG12814; 0 0 0 0 1 
4.0335 chr3R:11498745-11499744 pxb (-6337) CG43336;pxb;pxb;CG31446;CG5399; 0 0 0 0 1 
4.0335 chr3R:11501894-11502893 pxb (-9486) CG43336;pxb;pxb;CG31446;CG5399; 0 0 0 0 1 
4.0335 chr3R:10274323-10275322 NA (>10000) soti;cv-c;CG34388;cv-c;cv-c; 0 0 0 0 1 
4.0335 chr3R:11558091-11559090 CG34274 (-123) CG5404;CG31294;CG34274;CG4520;CG12784; 0 0 0 0 1 
4.0335 chr3R:5882498-5883497 Npc2d (-193) Fancl;Npc2e;Npc2d;Npc2c;CG33630; 0 0 0 0 1 
4.0335 chr3L:8079537-8080536 CG7565 (5875) Ect4;Ect4;CG7565;Ect4;Ect4; 0 0 0 0 1 
4.0335 chr3L:9773028-9774027 CG8177 (-5155) CG8177;CG8177;CG8177;CG14168;Ilp1; 0 0 0 0 1 
